currency,description,displaySymbol,figi,mic,symbol,type
USD,STANLEY BLACK & DECKER INC,SWK,BBG000BTQR96,XNYS,SWK,Common Stock
USD,GENERAL MOTORS CO,GM,BBG000NDYB67,XNYS,GM,Common Stock
USD,BRIGHTSPHERE INVESTMENT GROU,BSIG,BBG00P2HLNY3,XNYS,BSIG,Common Stock
USD,VALERO ENERGY CORP,VLO,BBG000BBGGQ1,XNYS,VLO,Common Stock
USD,DARDEN RESTAURANTS INC,DRI,BBG000BBNYF6,XNYS,DRI,Common Stock
USD,CARRIER GLOBAL CORP,CARR,BBG00RP5HYS8,XNYS,CARR,Common Stock
USD,MOLSON COORS BEVERAGE CO - B,TAP,BBG000BS7KS3,XNYS,TAP,Common Stock
USD,LENNAR CORP-A,LEN,BBG000BN5HF7,XNYS,LEN,Common Stock
USD,API GROUP CORP,APG,BBG00HXKRGY9,XNYS,APG,Common Stock
USD,INTERPUBLIC GROUP OF COS INC,IPG,BBG000C90DH9,XNYS,IPG,Common Stock
USD,CBRE GROUP INC - A,CBRE,BBG000C04224,XNYS,CBRE,Common Stock
USD,LOEWS CORP,L,BBG000C45984,XNYS,L,Common Stock
USD,GOLDMAN SACHS GROUP INC,GS,BBG000C6CFJ5,XNYS,GS,Common Stock
USD,NEOPHOTONICS CORP,NPTN,BBG000CL6VN9,XNYS,NPTN,Common Stock
USD,YETI HOLDINGS INC,YETI,BBG00D8JC882,XNYS,YETI,Common Stock
USD,CATALENT INC,CTLT,BBG005XR47P5,XNYS,CTLT,Common Stock
USD,L3HARRIS TECHNOLOGIES INC,LHX,BBG000BLGFJ9,XNYS,LHX,Common Stock
USD,ATHENE HOLDING LTD-CLASS A,ATH,BBG00CW2JCN1,XNYS,ATH,Common Stock
USD,CADENCE BANCORP,CADE,BBG00BZSZZD5,XNYS,CADE,Common Stock
USD,UNITED RENTALS INC,URI,BBG000BXMFC3,XNYS,URI,Common Stock
USD,AVANTOR INC,AVTR,BBG00G2HHYD7,XNYS,AVTR,Common Stock
USD,CAPITAL ONE FINANCIAL CORP,COF,BBG000BGKTF9,XNYS,COF,Common Stock
USD,CORTEVA INC,CTVA,BBG00BN969C1,XNYS,CTVA,Common Stock
USD,SMITH (A.O.) CORP,AOS,BBG000BC1L02,XNYS,AOS,Common Stock
USD,DANA INC,DAN,BBG000TCD088,XNYS,DAN,Common Stock
USD,JABIL INC,JBL,BBG000BJNGN9,XNYS,JBL,Common Stock
USD,UNUM GROUP,UNM,BBG000BW2QX0,XNYS,UNM,Common Stock
USD,CARDINAL HEALTH INC,CAH,BBG000D898T9,XNYS,CAH,Common Stock
USD,LAS VEGAS SANDS CORP,LVS,BBG000JWD753,XNYS,LVS,Common Stock
USD,APOLLO GLOBAL MANAGEMENT INC,APO,BBG001LRKS55,XNYS,APO,Common Stock
USD,ONEMAIN HOLDINGS INC,OMF,BBG005497GZ3,XNYS,OMF,Common Stock
USD,US BANCORP,USB,BBG000FFDM15,XNYS,USB,Common Stock
USD,WABTEC CORP,WAB,BBG000BDD940,XNYS,WAB,Common Stock
USD,TEEKAY TANKERS LTD-CLASS A,TNK,BBG000QRMZH1,XNYS,TNK,Common Stock
USD,SAILPOINT TECHNOLOGIES HOLDI,SAIL,BBG00J0BBZL0,XNYS,SAIL,Common Stock
USD,CENTENE CORP,CNC,BBG000BDXCJ5,XNYS,CNC,Common Stock
USD,OLD REPUBLIC INTL CORP,ORI,BBG000C4PLF7,XNYS,ORI,Common Stock
USD,FRANKLIN RESOURCES INC,BEN,BBG000BD0TF8,XNYS,BEN,Common Stock
USD,FIRSTENERGY CORP,FE,BBG000BB6M98,XNYS,FE,Common Stock
USD,SQUARE INC - A,SQ,BBG0018SLC07,XNYS,SQ,Common Stock
USD,SWITCH INC - A,SWCH,BBG00HPDM5Z2,XNYS,SWCH,Common Stock
USD,CONTINENTAL RESOURCES INC/OK,CLR,BBG000BHBGN6,XNYS,CLR,Common Stock
USD,AECOM,ACM,BBG000F61RJ8,XNYS,ACM,Common Stock
USD,CAPRI HOLDINGS LTD,CPRI,BBG0029SNR63,XNYS,CPRI,Common Stock
USD,HOLLYFRONTIER CORP,HFC,BBG000BL9JQ1,XNYS,HFC,Common Stock
USD,ROBERT HALF INTL INC,RHI,BBG000BS5DR2,XNYS,RHI,Common Stock
USD,CANNAE HOLDINGS INC,CNNE,BBG00GXRNJP4,XNYS,CNNE,Common Stock
USD,UNDER ARMOUR INC-CLASS A,UAA,BBG000BXM6V2,XNYS,UAA,Common Stock
USD,OGE ENERGY CORP,OGE,BBG000BQGLS5,XNYS,OGE,Common Stock
USD,TRIUMPH GROUP INC,TGI,BBG000BM7L13,XNYS,TGI,Common Stock
USD,ALLIANCE DATA SYSTEMS CORP,ADS,BBG000BFNR17,XNYS,ADS,Common Stock
USD,CIT GROUP INC,CIT,BBG000Q0BPZ4,XNYS,CIT,Common Stock
USD,KNIGHT-SWIFT TRANSPORTATION,KNX,BBG000BFC848,XNYS,KNX,Common Stock
USD,HELIX ENERGY SOLUTIONS GROUP,HLX,BBG000J7Q1L9,XNYS,HLX,Common Stock
USD,AMERICAN INTERNATIONAL GROUP,AIG,BBG000BBDZG3,XNYS,AIG,Common Stock
USD,STERLING BANCORP/DE,STL,BBG000CLNSF6,XNYS,STL,Common Stock
USD,CALLAWAY GOLF COMPANY,ELY,BBG000CPCVY1,XNYS,ELY,Common Stock
USD,MAGNOLIA OIL & GAS CORP - A,MGY,BBG00GNC8DL2,XNYS,MGY,Common Stock
USD,VISHAY INTERTECHNOLOGY INC,VSH,BBG000BWKB81,XNYS,VSH,Common Stock
USD,HANESBRANDS INC,HBI,BBG000D2ZTS8,XNYS,HBI,Common Stock
USD,SENSATA TECHNOLOGIES HOLDING,ST,BBG00JPGYW43,XNYS,ST,Common Stock
USD,TRINITY INDUSTRIES INC,TRN,BBG000BVL2G3,XNYS,TRN,Common Stock
USD,TEGNA INC,TGNA,BBG000BK5DP1,XNYS,TGNA,Common Stock
USD,DELL TECHNOLOGIES -C,DELL,BBG00DW3SZS1,XNYS,DELL,Common Stock
USD,CARS.COM INC,CARS,BBG000HGTH33,XNYS,CARS,Common Stock
USD,AMERICAN AXLE & MFG HOLDINGS,AXL,BBG000BPYZV2,XNYS,AXL,Common Stock
USD,SELECTQUOTE INC,SLQT,BBG000GTP1B6,XNYS,SLQT,Common Stock
USD,VISTRA CORP,VST,BBG00DXDL6Q1,XNYS,VST,Common Stock
USD,BANK OF NEW YORK MELLON CORP,BK,BBG000BD8PN9,XNYS,BK,Common Stock
USD,AMERIPRISE FINANCIAL INC,AMP,BBG000G3QLY3,XNYS,AMP,Common Stock
USD,ENVISTA HOLDINGS CORP,NVST,BBG00LN4B5N0,XNYS,NVST,Common Stock
USD,GLOBUS MEDICAL INC - A,GMED,BBG002V87SD0,XNYS,GMED,Common Stock
USD,CARVANA CO,CVNA,BBG00GCTWDJ3,XNYS,CVNA,Common Stock
USD,UNDER ARMOUR INC-CLASS C,UA,BBG009DTD8H2,XNYS,UA,Common Stock
USD,CHEWY INC - CLASS A,CHWY,BBG00P19DKZ6,XNYS,CHWY,Common Stock
USD,RESIDEO TECHNOLOGIES INC,REZI,BBG00HY28K89,XNYS,REZI,Common Stock
USD,CIGNA CORP,CI,BBG00KXRCDP0,XNYS,CI,Common Stock
USD,BAKER HUGHES CO,BKR,BBG00GBVBK51,XNYS,BKR,Common Stock
USD,XYLEM INC,XYL,BBG001D8R5D0,XNYS,XYL,Common Stock
USD,DUN & BRADSTREET HOLDINGS IN,DNB,BBG00VCZX9Z6,XNYS,DNB,Common Stock
USD,OMNICOM GROUP,OMC,BBG000BS9489,XNYS,OMC,Common Stock
USD,AVALARA INC,AVLR,BBG000R4Y9C1,XNYS,AVLR,Common Stock
USD,TOLL BROTHERS INC,TOL,BBG000BVHBM1,XNYS,TOL,Common Stock
USD,SEALED AIR CORP,SEE,BBG000C22QV7,XNYS,SEE,Common Stock
USD,SALESFORCE.COM INC,CRM,BBG000BN2DC2,XNYS,CRM,Common Stock
USD,STRIDE INC,LRN,BBG000QSXPZ9,XNYS,LRN,Common Stock
USD,FNB CORP,FNB,BBG000BJ9B29,XNYS,FNB,Common Stock
USD,PUBLIC SERVICE ENTERPRISE GP,PEG,BBG000BQZMH4,XNYS,PEG,Common Stock
USD,YUM CHINA HOLDINGS INC,YUMC,BBG00B8N0HG1,XNYS,YUMC,Common Stock
USD,LENDINGCLUB CORP,LC,BBG001YKDND6,XNYS,LC,Common Stock
USD,SPOTIFY TECHNOLOGY SA,SPOT,BBG003T4VFC2,XNYS,SPOT,Common Stock
USD,PLANET FITNESS INC - CL A,PLNT,BBG009H04M17,XNYS,PLNT,Common Stock
USD,BJ'S WHOLESALE CLUB HOLDINGS,BJ,BBG00FQ8T4G3,XNYS,BJ,Common Stock
USD,TENNECO INC-CLASS A,TEN,BBG000BJB6R0,XNYS,TEN,Common Stock
USD,LIVE NATION ENTERTAINMENT IN,LYV,BBG000FQ7YR4,XNYS,LYV,Common Stock
USD,VEEVA SYSTEMS INC-CLASS A,VEEV,BBG001CGB489,XNYS,VEEV,Common Stock
USD,GRAFTECH INTERNATIONAL LTD,EAF,BBG00KDYT8C4,XNYS,EAF,Common Stock
USD,WILLIAMS COS INC,WMB,BBG000BWVCP8,XNYS,WMB,Common Stock
USD,TRAVELERS COS INC/THE,TRV,BBG000BJ81C1,XNYS,TRV,Common Stock
USD,ARCHROCK INC,AROC,BBG000RWH1V4,XNYS,AROC,Common Stock
USD,EDISON INTERNATIONAL,EIX,BBG000D7RKJ5,XNYS,EIX,Common Stock
USD,PITNEY BOWES INC,PBI,BBG000BQTMJ9,XNYS,PBI,Common Stock
USD,NEW RELIC INC,NEWR,BBG001NFKJ68,XNYS,NEWR,Common Stock
USD,JANUS HENDERSON GROUP PLC,JHG,BBG00GSNPM07,XNYS,JHG,Common Stock
USD,CITIGROUP INC,C,BBG000FY4S11,XNYS,C,Common Stock
USD,ZENDESK INC,ZEN,BBG001HRFJG4,XNYS,ZEN,Common Stock
USD,COMMUNITY HEALTH SYSTEMS INC,CYH,BBG000BDY3Y7,XNYS,CYH,Common Stock
USD,HALLIBURTON CO,HAL,BBG000BKTFN2,XNYS,HAL,Common Stock
USD,ANTERO MIDSTREAM CORP,AM,BBG00GBNZ4M0,XNYS,AM,Common Stock
USD,GENERAL ELECTRIC CO,GE,BBG000BK6MB5,XNYS,GE,Common Stock
USD,STATE STREET CORP,STT,BBG000BKFBD7,XNYS,STT,Common Stock
USD,PROPETRO HOLDING CORP,PUMP,BBG00FYCQ352,XNYS,PUMP,Common Stock
USD,MURPHY OIL CORP,MUR,BBG000BPMH90,XNYS,MUR,Common Stock
USD,FORD MOTOR CO,F,BBG000BQPC32,XNYS,F,Common Stock
USD,SALLY BEAUTY HOLDINGS INC,SBH,BBG000LR8515,XNYS,SBH,Common Stock
USD,CONSOLIDATED EDISON INC,ED,BBG000BHLYS1,XNYS,ED,Common Stock
USD,ELEMENT SOLUTIONS INC,ESI,BBG005C4XHR3,XNYS,ESI,Common Stock
USD,REALOGY HOLDINGS CORP,RLGY,BBG000QN4GY3,XNYS,RLGY,Common Stock
USD,FORTUNE BRANDS HOME & SECURI,FBHS,BBG001B4BV87,XNYS,FBHS,Common Stock
USD,PPG INDUSTRIES INC,PPG,BBG000BRJ809,XNYS,PPG,Common Stock
USD,PNC FINANCIAL SERVICES GROUP,PNC,BBG000BRD0D8,XNYS,PNC,Common Stock
USD,EVOLENT HEALTH INC - A,EVH,BBG005CHLM96,XNYS,EVH,Common Stock
USD,HARLEY-DAVIDSON INC,HOG,BBG000BKZTP3,XNYS,HOG,Common Stock
USD,ARAMARK,ARMK,BBG001KY4N87,XNYS,ARMK,Common Stock
USD,COEUR MINING INC,CDE,BBG000BF8TF5,XNYS,CDE,Common Stock
USD,SNAP INC - A,SNAP,BBG00441QMJ7,XNYS,SNAP,Common Stock
USD,AMNEAL PHARMACEUTICALS INC,AMRX,BBG00462PGG0,XNYS,AMRX,Common Stock
USD,LAMB WESTON HOLDINGS INC,LW,BBG003CVMLQ2,XNYS,LW,Common Stock
USD,DR HORTON INC,DHI,BBG000DQTXY6,XNYS,DHI,Common Stock
USD,IMAX CORP,IMAX,BBG000K8KKL9,XNYS,IMAX,Common Stock
USD,EQUITABLE HOLDINGS INC,EQH,BBG00J7CBVW8,XNYS,EQH,Common Stock
USD,H&R BLOCK INC,HRB,BBG000BLDV98,XNYS,HRB,Common Stock
USD,BOOT BARN HOLDINGS INC,BOOT,BBG0077SYZV6,XNYS,BOOT,Common Stock
USD,SEAWORLD ENTERTAINMENT INC,SEAS,BBG003RY97K2,XNYS,SEAS,Common Stock
USD,DARLING INGREDIENTS INC,DAR,BBG000BN8ZK8,XNYS,DAR,Common Stock
USD,OWENS CORNING,OC,BBG000M44VW8,XNYS,OC,Common Stock
USD,COMSTOCK RESOURCES INC,CRK,BBG000DNBK89,XNYS,CRK,Common Stock
USD,SOUTHWESTERN ENERGY CO,SWN,BBG000BTR593,XNYS,SWN,Common Stock
USD,ZUORA INC - CLASS A,ZUO,BBG000BT3HG5,XNYS,ZUO,Common Stock
USD,LEVI STRAUSS & CO- CLASS A,LEVI,BBG000BQDF10,XNYS,LEVI,Common Stock
USD,SYSCO CORP,SYY,BBG000BTVJ25,XNYS,SYY,Common Stock
USD,LIVENT CORP,LTHM,BBG00LV3NRG0,XNYS,LTHM,Common Stock
USD,WILLIAMS-SONOMA INC,WSM,BBG000FSMWC3,XNYS,WSM,Common Stock
USD,ALASKA AIR GROUP INC,ALK,BBG000BBL0Y1,XNYS,ALK,Common Stock
USD,GENWORTH FINANCIAL INC-CL A,GNW,BBG000J5Q6L2,XNYS,GNW,Common Stock
USD,TAPESTRY INC,TPR,BBG000BY29C7,XNYS,TPR,Common Stock
USD,ALLEGHENY TECHNOLOGIES INC,ATI,BBG000LC1FS4,XNYS,ATI,Common Stock
USD,PENTAIR PLC,PNR,BBG000C221G9,XNYS,PNR,Common Stock
USD,UGI CORP,UGI,BBG000BVYN55,XNYS,UGI,Common Stock
USD,BOOZ ALLEN HAMILTON HOLDINGS,BAH,BBG000R2YFG7,XNYS,BAH,Common Stock
USD,WELBILT INC,WBT,BBG0081JXTR0,XNYS,WBT,Common Stock
USD,HUNTSMAN CORP,HUN,BBG000NS26Q8,XNYS,HUN,Common Stock
USD,MARATHON PETROLEUM CORP,MPC,BBG001DCCGR8,XNYS,MPC,Common Stock
USD,MDU RESOURCES GROUP INC,MDU,BBG000BNX3R4,XNYS,MDU,Common Stock
USD,DOW INC,DOW,BBG00BN96922,XNYS,DOW,Common Stock
USD,COLFAX CORP,CFX,BBG000C5Z443,XNYS,CFX,Common Stock
USD,HILTON GRAND VACATIONS INC,HGV,BBG00CBYY6M1,XNYS,HGV,Common Stock
USD,ALLY FINANCIAL INC,ALLY,BBG000BC2R71,XNYS,ALLY,Common Stock
USD,CF INDUSTRIES HOLDINGS INC,CF,BBG000BWJFZ4,XNYS,CF,Common Stock
USD,VALVOLINE INC,VVV,BBG003DNHV56,XNYS,VVV,Common Stock
USD,RINGCENTRAL INC-CLASS A,RNG,BBG000J094P3,XNYS,RNG,Common Stock
USD,AIR LEASE CORP,AL,BBG000R3NPZ4,XNYS,AL,Common Stock
USD,NRG ENERGY INC,NRG,BBG000D8RG11,XNYS,NRG,Common Stock
USD,CARMAX INC,KMX,BBG000BLMZK6,XNYS,KMX,Common Stock
USD,RADIAN GROUP INC,RDN,BBG000BMWV95,XNYS,RDN,Common Stock
USD,CINEMARK HOLDINGS INC,CNK,BBG000QDVR53,XNYS,CNK,Common Stock
USD,VMWARE INC-CLASS A,VMW,BBG000BC9938,XNYS,VMW,Common Stock
USD,HOWMET AEROSPACE INC,HWM,BBG00DYNJGH9,XNYS,HWM,Common Stock
USD,ONEOK INC,OKE,BBG000BQHGR6,XNYS,OKE,Common Stock
USD,YELP INC,YELP,BBG000Q2HM09,XNYS,YELP,Common Stock
USD,CIMAREX ENERGY CO,XEC,BBG000D6L294,XNYS,XEC,Common Stock
USD,BILL.COM HOLDINGS INC,BILL,BBG00QVJV6V4,XNYS,BILL,Common Stock
USD,FIDELITY NATIONAL FINANCIAL,FNF,BBG006N7S6K9,XNYS,FNF,Common Stock
USD,WESTERN UNION CO,WU,BBG000BB5373,XNYS,WU,Common Stock
USD,AMERICAN EAGLE OUTFITTERS,AEO,BBG000BGXZB5,XNYS,AEO,Common Stock
USD,PULTEGROUP INC,PHM,BBG000BR54L0,XNYS,PHM,Common Stock
USD,ARCOS DORADOS HOLDINGS INC-A,ARCO,BBG001LR99L2,XNYS,ARCO,Common Stock
USD,WYNDHAM HOTELS & RESORTS INC,WH,BBG00HCY3Q67,XNYS,WH,Common Stock
USD,COMMERCIAL METALS CO,CMC,BBG000BFSND8,XNYS,CMC,Common Stock
USD,LYONDELLBASELL INDU-CL A,LYB,BBG000WCFV84,XNYS,LYB,Common Stock
USD,B&G FOODS INC,BGS,BBG000RKXRQ1,XNYS,BGS,Common Stock
USD,AXALTA COATING SYSTEMS LTD,AXTA,BBG0060CPLJ5,XNYS,AXTA,Common Stock
USD,NABORS INDUSTRIES LTD,NBR,BBG000BZTW70,XNYS,NBR,Common Stock
USD,VF CORP,VFC,BBG000BWCKB6,XNYS,VFC,Common Stock
USD,BLUE APRON HOLDINGS INC-A,APRN,BBG00FPFJTB9,XNYS,APRN,Common Stock
USD,SPIRIT AIRLINES INC,SAVE,BBG000BF6RQ9,XNYS,SAVE,Common Stock
USD,NORWEGIAN CRUISE LINE HOLDIN,NCLH,BBG000BSRN78,XNYS,NCLH,Common Stock
USD,MACY'S INC,M,BBG000C46HM9,XNYS,M,Common Stock
USD,CARNIVAL CORP,CCL,BBG000BF6LY3,XNYS,CCL,Common Stock
USD,UNITED STATES STEEL CORP,X,BBG000BX3TD3,XNYS,X,Common Stock
USD,VIRGIN GALACTIC HOLDINGS INC,SPCE,BBG00HTN2CQ3,XNYS,SPCE,Common Stock
USD,RITE AID CORP,RAD,BBG000BRWGG9,XNYS,RAD,Common Stock
USD,ROYAL CARIBBEAN CRUISES LTD,RCL,BBG000BB5792,XNYS,RCL,Common Stock
USD,RH,RH,BBG002293PJ4,XNYS,RH,Common Stock
USD,SM ENERGY CO,SM,BBG000BFV115,XNYS,SM,Common Stock
USD,AMC ENTERTAINMENT HLDS-CL A,AMC,BBG000TDCVT6,XNYS,AMC,Common Stock
USD,DELTA AIR LINES INC,DAL,BBG000R7Z112,XNYS,DAL,Common Stock
USD,LUMBER LIQUIDATORS HOLDINGS,LL,BBG000QKPTS5,XNYS,LL,Common Stock
USD,BRINKER INTERNATIONAL INC,EAT,BBG000BK28N7,XNYS,EAT,Common Stock
USD,TUPPERWARE BRANDS CORP,TUP,BBG000GQ1G25,XNYS,TUP,Common Stock
USD,SIGNET JEWELERS LTD,SIG,BBG000C4ZZ10,XNYS,SIG,Common Stock
USD,GAMESTOP CORP-CLASS A,GME,BBG000BB5BF6,XNYS,GME,Common Stock
USD,MATADOR RESOURCES CO,MTDR,BBG000JCPGZ1,XNYS,MTDR,Common Stock
USD,DINE BRANDS GLOBAL INC,DIN,BBG000GZ9406,XNYS,DIN,Common Stock
USD,NORDIC AMERICAN TANKERS LTD,NAT,BBG000JK57G6,XNYS,NAT,Common Stock
USD,KOHLS CORP,KSS,BBG000CS7CT9,XNYS,KSS,Common Stock
USD,TRANSOCEAN LTD,RIG,BBG000BH5LT6,XNYS,RIG,Common Stock
USD,BOEING CO/THE,BA,BBG000BCSST7,XNYS,BA,Common Stock
USD,ANTERO RESOURCES CORP,AR,BBG000PW5VX1,XNYS,AR,Common Stock
USD,SHAKE SHACK INC - CLASS A,SHAK,BBG0063GCHH8,XNYS,SHAK,Common Stock
USD,RANGE RESOURCES CORP,RRC,BBG000FVXD63,XNYS,RRC,Common Stock
USD,BIG LOTS INC,BIG,BBG000J0D904,XNYS,BIG,Common Stock
USD,MGM RESORTS INTERNATIONAL,MGM,BBG000C2BXK4,XNYS,MGM,Common Stock
USD,MARATHON OIL CORP,MRO,BBG000C8H633,XNYS,MRO,Common Stock
USD,INTL BUSINESS MACHINES CORP,IBM,BBG000BLNNH6,XNYS,IBM,Common Stock
USD,NAUTILUS INC,NLS,BBG000BRJY75,XNYS,NLS,Common Stock
USD,BLOOM ENERGY CORP- A,BE,BBG000N7KBZ3,XNYS,BE,Common Stock
USD,CAMPING WORLD HOLDINGS INC-A,CWH,BBG00D2Z7X83,XNYS,CWH,Common Stock
USD,ADC THERAPEUTICS SA,ADCT,BBG00Q6Q3QX1,XNYS,ADCT,Common Stock
USD,INVITAE CORP,NVTA,BBG005DJFD43,XNYS,NVTA,Common Stock
USD,TENET HEALTHCARE CORP,THC,BBG000CPHYL4,XNYS,THC,Common Stock
USD,SELECT MEDICAL HOLDINGS CORP,SEM,BBG000QCHMH9,XNYS,SEM,Common Stock
USD,PING IDENTITY HOLDING CORP,PING,BBG00Q3GDB13,XNYS,PING,Common Stock
USD,DYNATRACE INC,DT,BBG00PNN7C40,XNYS,DT,Common Stock
USD,MEDALLIA INC,MDLA,BBG001BPKGT0,XNYS,MDLA,Common Stock
USD,CLOUDFLARE INC - CLASS A,NET,BBG001WMKHH5,XNYS,NET,Common Stock
USD,NCR CORPORATION,NCR,BBG000BMXK89,XNYS,NCR,Common Stock
USD,SMARTSHEET INC-CLASS A,SMAR,BBG00GQK3WB5,XNYS,SMAR,Common Stock
USD,CLOUDERA INC,CLDR,BBG000DRJFC8,XNYS,CLDR,Common Stock
USD,DXC TECHNOLOGY CO,DXC,BBG00FN64XT9,XNYS,DXC,Common Stock
USD,XEROX HOLDINGS CORP,XRX,BBG00NNG2ZJ8,XNYS,XRX,Common Stock
USD,PAGSEGURO DIGITAL LTD-CL A,PAGS,BBG00JM7QBR6,XNYS,PAGS,Common Stock
USD,ANAPLAN INC,PLAN,BBG002DZS299,XNYS,PLAN,Common Stock
USD,BOX INC - CLASS A,BOX,BBG000PMSK08,XNYS,BOX,Common Stock
USD,UBER TECHNOLOGIES INC,UBER,BBG002B04MT8,XNYS,UBER,Common Stock
USD,LIVERAMP HOLDINGS INC,RAMP,BBG000BB4HM6,XNYS,RAMP,Common Stock
USD,UNIVAR SOLUTIONS INC,UNVR,BBG000BDHD29,XNYS,UNVR,Common Stock
USD,AES CORP,AES,BBG000C23KJ3,XNYS,AES,Common Stock
USD,ALPHABET INC-CL C,GOOG,BBG009S3NB30,XNAS,GOOG,Common Stock
USD,NETFLIX INC,NFLX,BBG000CL9VN6,XNAS,NFLX,Common Stock
USD,JPMORGAN CHASE & CO,JPM,BBG000DMBXR2,XNYS,JPM,Common Stock
USD,SHOPIFY INC - CLASS A,SHOP,BBG008HBD923,XNYS,SHOP,Common Stock
USD,BANK OF AMERICA CORP,BAC,BBG000BCTLF6,XNYS,BAC,Common Stock
USD,VISA INC-CLASS A SHARES,V,BBG000PSKYX7,XNYS,V,Common Stock
USD,WALT DISNEY CO/THE,DIS,BBG000BH4R78,XNYS,DIS,Common Stock
USD,ROBINHOOD MARKETS INC - A,HOOD,BBG008NMBXN8,XNAS,HOOD,Common Stock
USD,COINBASE GLOBAL INC -CLASS A,COIN,BBG00ZGF7771,XNAS,COIN,Common Stock
USD,PALANTIR TECHNOLOGIES INC-A,PLTR,BBG000N7QR55,XNYS,PLTR,Common Stock
USD,MASTERCARD INC - A,MA,BBG000F1ZSQ2,XNYS,MA,Common Stock
USD,BERKSHIRE HATHAWAY INC-CL B,BRK.B,BBG000DWG505,XNYS,BRK.B,Common Stock
USD,AIRBNB INC-CLASS A,ABNB,BBG001Y2XS07,XNAS,ABNB,Common Stock
USD,AT&T INC,T,BBG000BSJK37,XNYS,T,Common Stock
USD,UNITEDHEALTH GROUP INC,UNH,BBG000CH5208,XNYS,UNH,Common Stock
USD,HOME DEPOT INC,HD,BBG000BKZB36,XNYS,HD,Common Stock
USD,JOHNSON & JOHNSON,JNJ,BBG000BMHYD1,XNYS,JNJ,Common Stock
USD,WALMART INC,WMT,BBG000BWXBC2,XNYS,WMT,Common Stock
USD,PFIZER INC,PFE,BBG000BR2B91,XNYS,PFE,Common Stock
USD,SNOWFLAKE INC-CLASS A,SNOW,BBG007DHGNJ4,XNYS,SNOW,Common Stock
USD,PROCTER & GAMBLE CO/THE,PG,BBG000BR2TH3,XNYS,PG,Common Stock
USD,CISCO SYSTEMS INC,CSCO,BBG000C3J3C9,XNAS,CSCO,Common Stock
USD,VERIZON COMMUNICATIONS INC,VZ,BBG000HS77T5,XNYS,VZ,Common Stock
USD,COSTCO WHOLESALE CORP,COST,BBG000F6H8W8,XNAS,COST,Common Stock
USD,VIACOMCBS INC - CLASS B,VIAC,BBG000C496P7,XNAS,VIAC,Common Stock
USD,ROBLOX CORP -CLASS A,RBLX,BBG001R1GCT0,XNYS,RBLX,Common Stock
USD,NIKE INC -CL B,NKE,BBG000C5HS04,XNYS,NKE,Common Stock
USD,COCA-COLA CO/THE,KO,BBG000BMX289,XNYS,KO,Common Stock
USD,MERCK & CO. INC.,MRK,BBG000BPD168,XNYS,MRK,Common Stock
USD,ABBVIE INC,ABBV,BBG0025Y4RY4,XNYS,ABBV,Common Stock
USD,ORACLE CORP,ORCL,BBG000BQLTW7,XNYS,ORCL,Common Stock
USD,PEAK FINTECH GROUP INC,TNT,BBG006BJM1P8,XNAS,TNT,Common Stock
USD,BRISTOL-MYERS SQUIBB CO,BMY,BBG000DQLV23,XNYS,BMY,Common Stock
USD,MERCADOLIBRE INC,MELI,BBG000GQPB11,XNAS,MELI,Common Stock
USD,LOWE'S COS INC,LOW,BBG000BNDN65,XNYS,LOW,Common Stock
USD,MCDONALD'S CORP,MCD,BBG000BNSZP1,XNYS,MCD,Common Stock
USD,TARGET CORP,TGT,BBG000H8TVT2,XNYS,TGT,Common Stock
USD,THERMO FISHER SCIENTIFIC INC,TMO,BBG000BVDLH9,XNYS,TMO,Common Stock
USD,PINTEREST INC- CLASS A,PINS,BBG002583CV8,XNYS,PINS,Common Stock
USD,PEPSICO INC,PEP,BBG000DH7JK6,XNAS,PEP,Common Stock
USD,CHARTER COMMUNICATIONS INC-A,CHTR,BBG000VPGNR2,XNAS,CHTR,Common Stock
USD,ELI LILLY & CO,LLY,BBG000BNBDC2,XNYS,LLY,Common Stock
USD,ABBOTT LABORATORIES,ABT,BBG000B9ZXB4,XNYS,ABT,Common Stock
USD,CATERPILLAR INC,CAT,BBG000BF0K17,XNYS,CAT,Common Stock
USD,NEXTERA ENERGY INC,NEE,BBG000BJSBJ0,XNYS,NEE,Common Stock
USD,TRADE DESK INC/THE -CLASS A,TTD,BBG00629NGT2,XNAS,TTD,Common Stock
USD,UNITED PARCEL SERVICE-CL B,UPS,BBG000L9CV04,XNYS,UPS,Common Stock
USD,FEDEX CORP,FDX,BBG000BJF1Z8,XNYS,FDX,Common Stock
USD,UNION PACIFIC CORP,UNP,BBG000BW3299,XNYS,UNP,Common Stock
USD,HONEYWELL INTERNATIONAL INC,HON,BBG000H556T9,XNAS,HON,Common Stock
USD,DANAHER CORP,DHR,BBG000BH3JF8,XNYS,DHR,Common Stock
USD,MEDTRONIC PLC,MDT,BBG000BNWG87,XNYS,MDT,Common Stock
USD,DOORDASH INC - A,DASH,BBG005D7QCJ3,XNYS,DASH,Common Stock
USD,OCCIDENTAL PETROLEUM CORP,OXY,BBG000BQQ2S6,XNYS,OXY,Common Stock
USD,LOCKHEED MARTIN CORP,LMT,BBG000C1BW00,XNYS,LMT,Common Stock
USD,CVS HEALTH CORP,CVS,BBG000BGRY34,XNYS,CVS,Common Stock
USD,T-MOBILE US INC,TMUS,BBG000NDV1D4,XNAS,TMUS,Common Stock
